workerid,A,percent_2,percent_1,B,read_and_decide_time,quant,read_time_one,response
14,"""awplor""","""21""","""79""","""fasees""",794,"""Many""",898,true
14,"""hadder""","""51""","""49""","""ollidy""",2397,"""Many""",869,true
14,"""dorder""","""62""","""38""","""coggon""",1477,"""Few""",950,true
14,"""fleeve""","""20""","""80""","""scalfs""",1182,"""More than half""",1225,true
14,"""ancits""","""56""","""44""","""smeath""",1496,"""Few""",1138,true
14,"""werner""","""33""","""67""","""hurmer""",1056,"""Few""",809,false
14,"""ingell""","""55""","""45""","""nalill""",984,"""Fewer than half""",1066,true
14,"""boddle""","""46""","""54""","""molill""",1546,"""Many""",790,true
14,"""bemble""","""90""","""10""","""squank""",893,"""Fewer than half""",816,true
14,"""zetten""","""23""","""77""","""unfobs""",1232,"""Most""",891,true
14,"""coamin""","""20""","""80""","""mucond""",1102,"""Fewer than half""",888,false
14,"""schook""","""49""","""51""","""jabant""",1126,"""More than half""",970,true
14,"""middor""","""47""","""53""","""drooty""",1500,"""Fewer than half""",1170,false
14,"""shrile""","""73""","""27""","""athoid""",1239,"""Few""",1076,true
14,"""chevel""","""59""","""41""","""podden""",767,"""More than half""",963,false
14,"""coppar""","""68""","""32""","""hunene""",834,"""Fewer than half""",879,true
14,"""shurry""","""2""","""98""","""preser""",1462,"""More than half""",972,true
14,"""isbant""","""64""","""36""","""unairs""",686,"""Fewer than half""",892,true
14,"""sporer""","""95""","""5""","""firtly""",986,"""Many""",813,false
14,"""ancits""","""69""","""31""","""smeath""",1457,"""Many""",851,false
14,"""pirter""","""62""","""38""","""secent""",986,"""Most""",669,false
14,"""chulks""","""43""","""57""","""vulhor""",1076,"""More than half""",826,true
14,"""tecker""","""83""","""17""","""biller""",906,"""Most""",769,false
14,"""gukbar""","""49""","""51""","""soarse""",770,"""More than half""",830,true
14,"""menner""","""99""","""1""","""nandow""",926,"""More than half""",758,false
14,"""pengyl""","""25""","""75""","""sedest""",1079,"""Most""",816,true
14,"""umpond""","""71""","""29""","""marire""",770,"""Most""",710,false
14,"""mecket""","""98""","""2""","""plumry""",678,"""Few""",1142,true
14,"""shrile""","""45""","""55""","""athoid""",2172,"""Many""",737,true
14,"""werner""","""81""","""19""","""hurmer""",1290,"""Many""",719,false
14,"""chulks""","""27""","""73""","""vulhor""",863,"""Fewer than half""",805,false
14,"""puggle""","""29""","""71""","""entand""",808,"""Fewer than half""",718,false
14,"""zetten""","""61""","""39""","""unfobs""",1547,"""Few""",758,true
14,"""birler""","""17""","""83""","""enciad""",780,"""Few""",741,false
14,"""clidge""","""31""","""69""","""hensly""",1132,"""Many""",770,true
14,"""spunge""","""28""","""72""","""wenple""",894,"""Fewer than half""",707,false
14,"""hadder""","""45""","""55""","""ollidy""",2664,"""Few""",707,true
14,"""tiklet""","""44""","""56""","""hullaw""",1345,"""Most""",760,true
14,"""ingell""","""56""","""44""","""nalill""",658,"""More than half""",769,false
14,"""russer""","""62""","""38""","""huttle""",1695,"""Many""",764,false
14,"""monter""","""21""","""79""","""melelt""",1376,"""Few""",629,false
14,"""chevel""","""58""","""42""","""podden""",1452,"""Many""",712,false
14,"""hadder""","""36""","""64""","""ollidy""",855,"""More than half""",748,true
14,"""ingell""","""69""","""31""","""nalill""",1296,"""Few""",710,true
14,"""mecket""","""27""","""73""","""plumry""",1337,"""Most""",716,true
14,"""pluset""","""64""","""36""","""stubad""",1264,"""Fewer than half""",841,false
14,"""sporer""","""90""","""10""","""firtly""",2040,"""Most""",1318,false
14,"""raster""","""77""","""23""","""movell""",950,"""Fewer than half""",973,true
14,"""puctor""","""7""","""93""","""recure""",1970,"""Many""",848,true
14,"""padnet""","""63""","""37""","""fanely""",1156,"""Few""",738,true
14,"""puggle""","""21""","""79""","""entand""",754,"""Many""",791,true
14,"""shurry""","""25""","""75""","""preser""",816,"""Many""",840,true
14,"""awplor""","""5""","""95""","""fasees""",1094,"""Few""",780,false
14,"""awplor""","""56""","""44""","""fasees""",977,"""Fewer than half""",716,true
14,"""tiklet""","""66""","""34""","""hullaw""",1010,"""Few""",816,true
14,"""clidge""","""46""","""54""","""hensly""",990,"""More than half""",850,true
14,"""pirter""","""41""","""59""","""secent""",1151,"""Few""",847,false
14,"""menner""","""74""","""26""","""nandow""",1058,"""Few""",822,true
14,"""mecket""","""43""","""57""","""plumry""",868,"""More than half""",937,true
14,"""chadop""","""11""","""89""","""shaple""",1366,"""Many""",808,true
14,"""middor""","""26""","""74""","""drooty""",874,"""Few""",1070,false
14,"""pliper""","""55""","""45""","""sesare""",1097,"""More than half""",760,false
14,"""kustle""","""9""","""91""","""reshix""",739,"""Most""",1649,true
14,"""chevel""","""94""","""6""","""podden""",666,"""Most""",760,false
14,"""gukbar""","""11""","""89""","""soarse""",914,"""Fewer than half""",929,false
14,"""umpond""","""95""","""5""","""marire""",1116,"""Fewer than half""",966,true
14,"""shurry""","""23""","""77""","""preser""",886,"""Fewer than half""",836,false
14,"""tiklet""","""42""","""58""","""hullaw""",772,"""More than half""",890,true
14,"""pliper""","""74""","""26""","""sesare""",944,"""Fewer than half""",1080,true
14,"""birler""","""96""","""4""","""enciad""",793,"""Most""",1174,false
14,"""menner""","""54""","""46""","""nandow""",973,"""Fewer than half""",886,true
14,"""monter""","""26""","""74""","""melelt""",1119,"""Fewer than half""",870,false
14,"""mecket""","""32""","""68""","""plumry""",1022,"""Fewer than half""",756,false
14,"""russer""","""64""","""36""","""huttle""",1438,"""Most""",746,false
14,"""kustle""","""37""","""63""","""reshix""",2488,"""Many""",46,true
14,"""umpond""","""93""","""7""","""marire""",938,"""More than half""",703,false
14,"""middor""","""18""","""82""","""drooty""",914,"""More than half""",760,true
14,"""pirter""","""3""","""97""","""secent""",2095,"""Many""",834,true
14,"""kustle""","""21""","""79""","""reshix""",689,"""More than half""",847,true
14,"""spunge""","""89""","""11""","""wenple""",1273,"""Few""",1220,true
14,"""pliper""","""80""","""20""","""sesare""",960,"""Many""",828,false
14,"""sporer""","""55""","""45""","""firtly""",816,"""Fewer than half""",1167,true
14,"""pluset""","""78""","""22""","""stubad""",1176,"""More than half""",806,false
14,"""pobbit""","""19""","""81""","""spippy""",1288,"""Many""",844,true
14,"""pliper""","""44""","""56""","""sesare""",3080,"""Few""",1232,true
14,"""birler""","""69""","""31""","""enciad""",774,"""Fewer than half""",998,true
14,"""umpond""","""27""","""73""","""marire""",643,"""Few""",1399,false
14,"""puggle""","""44""","""56""","""entand""",529,"""More than half""",772,true
14,"""gukbar""","""83""","""17""","""soarse""",1037,"""Few""",788,true
14,"""coamin""","""85""","""15""","""mucond""",824,"""Many""",914,false
14,"""umpond""","""58""","""42""","""marire""",1558,"""Many""",902,false
14,"""raster""","""37""","""63""","""movell""",2817,"""Few""",887,false
14,"""shamer""","""18""","""82""","""bloifs""",858,"""Many""",786,true
14,"""boddle""","""19""","""81""","""molill""",1140,"""Few""",791,false
14,"""pliper""","""92""","""8""","""sesare""",816,"""Most""",727,false
14,"""pengyl""","""8""","""92""","""sedest""",858,"""Few""",881,false
14,"""cosutz""","""4""","""96""","""spover""",592,"""More than half""",882,true
14,"""pengyl""","""13""","""87""","""sedest""",2836,"""More than half""",935,true
14,"""menner""","""68""","""32""","""nandow""",882,"""Most""",750,false
14,"""strant""","""24""","""76""","""potind""",640,"""Few""",825,false
14,"""schook""","""42""","""58""","""jabant""",1024,"""Most""",751,false
14,"""boddle""","""67""","""33""","""molill""",839,"""Most""",868,false
14,"""devole""","""59""","""41""","""sholly""",610,"""More than half""",783,false
14,"""bemble""","""71""","""29""","""squank""",809,"""Most""",707,false
14,"""boddle""","""69""","""31""","""molill""",833,"""Fewer than half""",821,true
14,"""pengyl""","""21""","""79""","""sedest""",831,"""Fewer than half""",738,false
14,"""puggle""","""27""","""73""","""entand""",732,"""Few""",1071,false
14,"""pirter""","""86""","""14""","""secent""",758,"""Fewer than half""",948,true
14,"""gukbar""","""41""","""59""","""soarse""",866,"""Most""",838,true
14,"""cosutz""","""95""","""5""","""spover""",1934,"""Many""",981,false
14,"""middor""","""17""","""83""","""drooty""",1398,"""Many""",863,true
14,"""cather""","""73""","""27""","""funder""",606,"""Few""",834,true
14,"""coppar""","""28""","""72""","""hunene""",650,"""Many""",812,true
14,"""puctor""","""55""","""45""","""recure""",587,"""Most""",809,false
14,"""devole""","""68""","""32""","""sholly""",523,"""Fewer than half""",742,true
14,"""cosutz""","""47""","""53""","""spover""",2278,"""Most""",684,true
14,"""fleeve""","""62""","""38""","""scalfs""",1540,"""Few""",684,true
14,"""jallem""","""81""","""19""","""sildal""",2306,"""Most""",1141,false
14,"""isbant""","""75""","""25""","""unairs""",666,"""More than half""",848,false
14,"""strant""","""32""","""68""","""potind""",916,"""Most""",844,true
14,"""bameta""","""63""","""37""","""unzast""",574,"""Most""",720,false
14,"""pobbit""","""11""","""89""","""spippy""",666,"""Few""",752,false
14,"""strant""","""18""","""82""","""potind""",896,"""Fewer than half""",729,false
14,"""kustle""","""57""","""43""","""reshix""",812,"""Few""",760,true
14,"""schook""","""19""","""81""","""jabant""",1039,"""Few""",700,false
14,"""ingell""","""77""","""23""","""nalill""",748,"""Most""",1016,false
14,"""padnet""","""72""","""28""","""fanely""",1081,"""Many""",911,false
14,"""isbant""","""82""","""18""","""unairs""",1114,"""Few""",693,true
14,"""ancits""","""21""","""79""","""smeath""",661,"""Most""",859,true
14,"""bameta""","""29""","""71""","""unzast""",972,"""Few""",744,false
14,"""raster""","""71""","""29""","""movell""",558,"""More than half""",907,false
14,"""coppar""","""89""","""11""","""hunene""",739,"""More than half""",779,false
14,"""hadder""","""49""","""51""","""ollidy""",952,"""Fewer than half""",931,false
14,"""shamer""","""31""","""69""","""bloifs""",932,"""Most""",846,true
14,"""dorder""","""47""","""53""","""coggon""",1496,"""Many""",1426,true
14,"""bemble""","""36""","""64""","""squank""",1481,"""Many""",683,true
14,"""beckel""","""14""","""86""","""racual""",583,"""More than half""",774,true
14,"""monter""","""56""","""44""","""melelt""",830,"""Many""",819,false
14,"""tecker""","""74""","""26""","""biller""",564,"""More than half""",795,false
14,"""chevel""","""86""","""14""","""podden""",1296,"""Few""",749,true
14,"""chadop""","""23""","""77""","""shaple""",665,"""Fewer than half""",650,false
14,"""menner""","""22""","""78""","""nandow""",1929,"""Many""",669,true
14,"""devole""","""82""","""18""","""sholly""",836,"""Most""",804,false
14,"""zetten""","""6""","""94""","""unfobs""",583,"""Fewer than half""",962,false
14,"""spunge""","""37""","""63""","""wenple""",598,"""More than half""",648,false
14,"""beckel""","""12""","""88""","""racual""",536,"""Fewer than half""",969,true
14,"""jallem""","""78""","""22""","""sildal""",1439,"""Few""",739,true
14,"""tecker""","""76""","""24""","""biller""",597,"""Fewer than half""",839,true
14,"""russer""","""67""","""33""","""huttle""",1084,"""Few""",1207,true
14,"""chadop""","""14""","""86""","""shaple""",745,"""Most""",758,true
14,"""pobbit""","""85""","""15""","""spippy""",699,"""Fewer than half""",907,true
14,"""awplor""","""67""","""33""","""fasees""",1116,"""Most""",736,false
14,"""pobbit""","""60""","""40""","""spippy""",922,"""Most""",913,false
14,"""pirter""","""80""","""20""","""secent""",935,"""More than half""",903,false
14,"""puctor""","""82""","""18""","""recure""",1031,"""More than half""",927,false
14,"""puctor""","""77""","""23""","""recure""",1376,"""Fewer than half""",899,true
14,"""shurry""","""30""","""70""","""preser""",905,"""Most""",855,true
14,"""cather""","""60""","""40""","""funder""",560,"""More than half""",1102,false
14,"""tecker""","""7""","""93""","""biller""",950,"""Many""",646,true
14,"""mecket""","""76""","""24""","""plumry""",625,"""Many""",720,false
14,"""cosutz""","""52""","""48""","""spover""",2609,"""Few""",788,true
14,"""cather""","""48""","""52""","""funder""",1963,"""Many""",766,true
14,"""werner""","""47""","""53""","""hurmer""",758,"""Fewer than half""",1184,false
14,"""russer""","""62""","""38""","""huttle""",834,"""Fewer than half""",744,true
14,"""strant""","""35""","""65""","""potind""",3331,"""More than half""",13,false
14,"""russer""","""95""","""5""","""huttle""",799,"""More than half""",766,false
14,"""devole""","""76""","""24""","""sholly""",1334,"""Many""",771,false
14,"""bemble""","""57""","""43""","""squank""",663,"""More than half""",775,false
14,"""padnet""","""67""","""33""","""fanely""",1051,"""More than half""",751,false
14,"""gukbar""","""1""","""99""","""soarse""",702,"""Many""",1136,true
14,"""fleeve""","""13""","""87""","""scalfs""",791,"""Most""",868,true
14,"""hadder""","""25""","""75""","""ollidy""",692,"""Most""",905,true
14,"""clidge""","""26""","""74""","""hensly""",678,"""Most""",834,true
14,"""coamin""","""3""","""97""","""mucond""",911,"""Most""",1045,true
14,"""pluset""","""58""","""42""","""stubad""",918,"""Few""",878,true
14,"""ancits""","""41""","""59""","""smeath""",1215,"""More than half""",1025,true
15,"""glerb""",80,20,"""fizzda""",6875,"""All""",3186,false
15,"""thonk""",18,82,"""krangly""",5155,"""Some""",2900,true
15,"""slarm""",89,11,"""briddle""",4040,"""None""",1441,false
15,"""klong""",38,62,"""nooty""",4300,"""All""",1120,false
15,"""dring""",72,28,"""larfy""",1764,"""None""",2219,false
15,"""floom""",8,92,"""plerful""",2809,"""Some""",1431,false
15,"""blek""",46,54,"""orkital""",1885,"""None""",1327,false
15,"""tenk""",97,3,"""glurgy""",3031,"""All""",1538,false
15,"""chulks""","""24""","""76""","""vulhor""",1689,"""Few""",2554,false
15,"""strant""","""41""","""59""","""potind""",3351,"""Fewer than half""",1359,false
15,"""tecker""","""95""","""5""","""biller""",3081,"""Fewer than half""",138,true
15,"""bameta""","""87""","""13""","""unzast""",1957,"""More than half""",4546,false
15,"""mecket""","""1""","""99""","""plumry""",1685,"""Most""",1487,true
15,"""cosutz""","""39""","""61""","""spover""",2239,"""Few""",1900,false
15,"""sporer""","""82""","""18""","""firtly""",3350,"""Most""",1364,true
15,"""pirter""","""74""","""26""","""secent""",1881,"""Most""",5079,false
15,"""cosutz""","""1""","""99""","""spover""",2058,"""Most""",2114,true
15,"""ancits""","""26""","""74""","""smeath""",1500,"""Fewer than half""",1216,false
15,"""boddle""","""53""","""47""","""molill""",3324,"""Fewer than half""",1867,true
15,"""chevel""","""37""","""63""","""podden""",1915,"""Many""",1446,true
15,"""ingell""","""72""","""28""","""nalill""",1566,"""Fewer than half""",1612,true
15,"""cosutz""","""16""","""84""","""spover""",1653,"""More than half""",2050,true
15,"""zetten""","""52""","""48""","""unfobs""",3524,"""Many""",1458,true
15,"""puctor""","""24""","""76""","""recure""",1334,"""Many""",2058,true
15,"""puggle""","""14""","""86""","""entand""",866,"""More than half""",1365,true
15,"""werner""","""29""","""71""","""hurmer""",1966,"""Many""",1498,true
15,"""kustle""","""89""","""11""","""reshix""",2488,"""Few""",1661,true
15,"""sporer""","""98""","""2""","""firtly""",1463,"""More than half""",1556,false
15,"""ancits""","""13""","""87""","""smeath""",1103,"""Many""",1292,true
15,"""chevel""","""83""","""17""","""podden""",1013,"""Most""",1259,false
15,"""puggle""","""31""","""69""","""entand""",2059,"""Fewer than half""",1653,false
